5	10	5.1
5	15	10.1
5	20	15.1
5	25	20.1
5	30	25.1
5	35	30.1
10	5	30.1
10	15	5.1
10	20	10.1
10	25	15.1
10	30	20.1
10	35	25.1
15	5	25.1
15	10	30.1
15	20	5.1
15	25	10.1
15	30	15.1
15	35	20.1
20	5	20.1
20	10	25.1
20	15	30.1
20	25	5.1
20	30	10.1
20	35	15.1
25	5	15.1
25	10	20.1
25	15	25.1
25	20	30.1
25	30	5.1
25	35	10.1
30	5	10.1
30	10	15.1
30	15	20.1
30	20	25.1
30	25	30.1
30	35	5.1
35	5	5.1
35	10	10.1
35	15	15.1
35	20	20.1
35	25	25.1
35	30	30.1
